,SurveyYear,AreaDesc,SiteName,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,ValidHooks,TotalFish,TotalFishingTime.sec,Bank.Rockfish,Barred.Sand.Bass,Blue.Rockfish,Bocaccio,Brown.Rockfish,Brown.Smoothhound,Calico.Rockfish,California.Scorpionfish,California.Sheephead,California.Yellowtail,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Freckled.Rockfish,Gopher.Rockfish,Gray.Smoothhound,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,AreaDesc2,MPA.group,MPA.group2,MPA.group3,SiteType,MPA.type,CPUE.Fishpermin,CPUE.Fishper5min,CPUE.Fishpervalidhook,CPUE.Fishfor75hooks,Richness,MPA.when.sampled,BACI.ControlImpact,Mat.Verm,Imm.Verm,Mat.Boc,Imm.Boc,Imm.Gspot,Mat.Gspot,Target.sp,Nontarget.sp,Piscivore,Carnivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.DShannons,Nontarget.DShannons,Piscivore.DShannons,Carnivore.DShannons,Planktivore.DShannons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson,n,Biomass,Nontarget.bio,Target.bio,Carnivore.bio,Piscivore.bio,Planktivore.bio
286,2019,San Miguel Island,186,NA,NA,NA,51.1,51.73400024,52.2,75,50,3121,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,34,0,0,0,Conception/Miguel,Richardson Rock,Conception/Richardson,Richardson Rock,Control,Non reserve,0.961230375,10,0.666666667,50,6,0,Control,33,1,4,1,0,4,50,0,5,40,5,0.666666667,0,0.066666667,0.533333333,0.066666667,1.081306717,0,0,0.552843572,0,1.081306717,0.5104,2.04248366,50,68.82,0,68.82,59.52,4.84,4.46
287,2004,Anacapa Island,228,NA,NA,NA,44,51.75,67,75,4,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.078740157,0.8,0.053333333,4,3,0,NA,0,1,0,0,1,1,4,0,0,4,0,0.053333333,0,0,0.053333333,0,1.039720771,0,0,1.039720771,0,1.039720771,0.625,2.666666667,4,1.52,0,1.52,1.52,0,0
288,2008,Anacapa Island,228,NA,NA,NA,40.8,41.91666667,43.3,70,18,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,8,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.267194458,3.6,0.257142857,19.28571429,6,1,Protected,1,7,0,0,0,1,13,5,1,17,0,0.185714286,0.071428571,0.014285714,0.242857143,0,1.178654996,0,0,1.2997418,0,1.442093077,0.703703704,3.375,18,7.6,0.74,6.86,7.6,0,0
289,2009,Anacapa Island,228,NA,NA,NA,41.8,44.21999931,55.8,70,10,2657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.225818592,2,0.142857143,10.71428571,4,1,Protected,0,2,0,1,0,0,4,6,1,9,0,0.057142857,0.085714286,0.014285714,0.128571429,0,1.039720771,0,0,0.848685558,0,1.088899975,0.58,2.380952381,10,2.42,0.76,1.66,2.04,0.38,0
290,2010,Anacapa Island,228,NA,NA,NA,43.4,44.26956525,45.3,75,23,4102,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.336421258,4.6,0.306666667,23,5,1,Protected,7,5,7,0,0,0,22,1,7,16,0,0.293333333,0.013333333,0.093333333,0.213333333,0,1.053472217,0,0,0.822265337,0,1.18651399,0.623818526,2.658291457,23,22.25,0.08,22.17,13.77,8.48,0
291,2011,Anacapa Island,228,NA,NA,NA,44.4,47.63030254,52.4,74,33,3538,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.559638214,6.6,0.445945946,33.44594595,4,1,Protected,6,3,18,3,0,0,33,0,21,11,1,0.445945946,0,0.283783784,0.148648649,0.013513514,0.917832205,0,0,0.474139313,0,0.917832205,0.516069789,2.066413662,33,29.86,0,29.86,10.9,18.36,0.6
292,2012,Anacapa Island,228,20.1,20.125,20.2,42.4,44.52500105,55.9,70,8,3316,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.144752714,1.6,0.114285714,8.571428571,3,1,Protected,0,3,2,2,0,0,8,0,4,4,0,0.114285714,0,0.057142857,0.057142857,0,0.974314753,0,0,0.562335145,0,0.974314753,0.59375,2.461538462,8,5.46,0,5.46,2.58,2.88,0
293,2013,Anacapa Island,228,17.4,17.4,17.4,45.5,48.99215646,53.8,75,51,3146,0,0,0,41,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.9726637,10.2,0.68,51,6,1,Protected,1,2,32,9,0,0,50,1,41,9,1,0.666666667,0.013333333,0.546666667,0.12,0.013333333,0.690073625,0,0,1.214889654,0,0.77305173,0.342945021,1.521942657,51,35.84,0.06,35.78,5.78,29.46,0.6
294,2014,Anacapa Island,228,21.4,21.41818182,21.5,43.5,46.08181777,48.6,75,55,1678,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,1,0,1,0,1,0,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,1.966626937,11,0.733333333,55,7,1,Protected,0,0,4,5,0,0,13,42,9,4,42,0.173333333,0.56,0.12,0.053333333,0.56,1.043793881,0.112515934,0,1.386294361,0.112515934,0.879488168,0.415867769,1.711941143,55,20.32,13.96,6.36,0.66,5.46,14.2
295,2016,Anacapa Island,228,NA,NA,NA,42.8,45.45517257,46.9,45,29,1181,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,1.473327688,5.8,0.644444444,48.33333333,2,1,Protected,2,2,6,1,0,0,29,0,20,9,0,0.644444444,0,0.444444444,0.2,0,0.61937629,0,0,0,0,0.61937629,0.428061831,1.748440748,29,9.5,0,9.5,3.94,5.56,0
296,2017,Anacapa Island,228,NA,NA,NA,49.8,52.16363658,53.6,75,66,3757,0,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,11,2,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,1.054032473,13.2,0.88,66,8,1,Protected,8,2,31,8,0,1,63,3,39,23,4,0.84,0.04,0.52,0.306666667,0.053333333,1.218778955,0,0,1.435226008,0,1.348287311,0.610192837,2.565371025,66,56.44,0.38,56.06,20.94,32.84,2.66
297,2018,Anacapa Island,228,NA,NA,NA,52.6,52.82571368,53.1,75,62,4007,0,0,0,31,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,12,0,5,0,0,4,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.928375343,12.4,0.826666667,62,10,1,Protected,3,1,21,10,0,1,57,4,32,16,13,0.76,0.053333333,0.426666667,0.213333333,0.173333333,1.389522417,0.562335145,0.139060798,1.630432583,0.271189373,1.577316793,0.68744961,3.199484093,62,49.82,0.4,49.42,10.08,32.14,7.6
298,2019,Anacapa Island,228,NA,NA,NA,41.5,44.6311476,52.9,75,61,3792,0,0,1,15,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,3,0,0,29,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.965189873,12.2,0.813333333,61,9,1,Protected,23,6,9,6,1,3,56,5,15,39,7,0.746666667,0.066666667,0.2,0.52,0.093333333,1.373572391,0,0,0.897436319,0.79631164,1.544532384,0.698199409,3.313446126,61,53.46,0.7,52.76,39.66,12.16,1.64
299,2005,Anacapa Island,229,NA,NA,NA,52.2,55.58333333,58.1,75,12,4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.161579892,2.4,0.16,12,4,0,NA,0,0,0,0,1,5,7,5,1,6,5,0.093333333,0.066666667,0.013333333,0.08,0.066666667,0.410116318,0.500402424,0,0,0.500402424,1.126928795,0.625,2.666666667,12,3.56,0.42,3.14,2.16,0.98,0.42
300,2006,Anacapa Island,229,NA,NA,NA,53,54.31428582,56,70,7,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.144082333,1.4,0.1,7.5,3,0,NA,0,0,0,0,1,3,6,1,0,4,3,0.085714286,0.014285714,0,0.057142857,0.042857143,0.636514168,0,0,0,0.636514168,0.955699891,0.571428571,2.333333333,7,1.39,0.06,1.33,0.97,0,0.42
301,2007,Anacapa Island,229,NA,NA,NA,55.6,55.59999847,55.6,70,1,4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.013664313,0.2,0.014285714,1.071428571,1,1,Protected,0,0,0,0,0,0,0,1,0,0,1,0,0.014285714,0,0,0.014285714,0,0,0,0,0,0,0,1,1,0.06,0.06,0,0,0,0.06
302,2008,Anacapa Island,229,NA,NA,NA,52.9,55.54166571,59.1,75,12,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.327868852,2.4,0.16,12,6,1,Protected,0,0,0,0,0,3,8,4,0,6,6,0.106666667,0.053333333,0,0.08,0.08,1.320888343,0.562335145,0,1.011404265,1.011404265,1.704551445,0.805555556,5.142857143,12,2.82,0.3,2.52,2.32,0,0.5
303,2009,Anacapa Island,229,NA,NA,NA,60.5,63.50000153,65.8,75,10,4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.135838805,2,0.133333333,10,2,1,Protected,0,0,0,0,3,3,10,0,0,10,0,0.133333333,0,0,0.133333333,0,0.673011667,0,0,0.673011667,0,0.673011667,0.48,1.923076923,10,2,0,2,2,0,0
304,2010,Anacapa Island,229,NA,NA,NA,53.1,57.17499995,60.7,75,16,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.347574222,3.2,0.213333333,16,5,1,Protected,0,0,0,0,1,2,5,11,0,5,11,0.066666667,0.146666667,0,0.066666667,0.146666667,0.950270539,0.585952618,0,0.950270539,0.585952618,1.320888343,0.671875,3.047619048,16,2.38,0.92,1.46,1.46,0,0.92
305,2011,Anacapa Island,229,NA,NA,NA,52.8,55.97499943,59.8,75,20,3569,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.336228635,4,0.266666667,20,3,1,Protected,0,0,8,10,0,1,20,0,18,2,0,0.266666667,0,0.24,0.026666667,0,0.394397691,0,0,0.693147181,0,0.394397691,0.185,1.226993865,20,13.76,0,13.76,0.68,13.08,0
306,2012,Anacapa Island,229,19.9,19.9952381,20.1,55.7,56.42857197,58,75,21,4288,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.293843284,4.2,0.28,21,5,1,Protected,1,0,2,6,3,5,21,0,11,10,0,0.28,0,0.146666667,0.133333333,0,1.303241412,0,0.585952618,0.63903186,0,1.303241412,0.684807256,3.172661871,21,16.51,0,16.51,3.59,12.92,0
307,2013,Anacapa Island,229,18.4,18.4,18.4,55,56.78461632,57.4,75,13,4311,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.180932498,2.6,0.173333333,13,3,1,Protected,2,0,3,2,2,4,13,0,5,8,0,0.173333333,0,0.066666667,0.106666667,0,1.012330839,0,0,0.562335145,0,1.012330839,0.615384615,2.6,13,7.34,0,7.34,3.74,3.6,0
308,2014,Anacapa Island,229,19.6,19.62,19.8,52.4,55.72999992,59,75,20,4480,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.267857143,4,0.266666667,20,4,1,Protected,0,0,7,2,1,8,18,2,9,9,2,0.24,0.026666667,0.12,0.12,0.026666667,0.693147181,0.693147181,0,0,0.693147181,1.018230154,0.59,2.43902439,20,12.3,0.14,12.16,2.98,9.18,0.14
309,2016,Anacapa Island,229,NA,NA,NA,53,53.69999949,54.5,45,9,2696,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.200296736,1.8,0.2,15,4,1,Protected,0,0,1,1,0,0,3,6,2,0,7,0.066666667,0.133333333,0.044444444,0,0.155555556,0.636514168,0.636514168,0,0,0.955699891,1.273028337,0.691358025,3.24,9,2.62,0.46,2.16,0,2.02,0.6
310,2017,Anacapa Island,229,NA,NA,NA,53,54.26551753,55.9,75,29,4433,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.392510715,5.8,0.386666667,29,7,1,Protected,3,1,0,0,0,4,23,6,12,8,9,0.306666667,0.08,0.16,0.106666667,0.12,1.36318814,0.636514168,0.286835983,0.693147181,1.060856947,1.7226575,0.782401902,4.595628415,29,11.52,0.5,11.02,8.1,2.56,0.86
311,2018,Anacapa Island,229,NA,NA,NA,53.4,53.69111099,54.3,75,45,4453,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,7,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.606332809,9,0.6,45,7,1,Protected,0,0,0,2,0,5,27,18,5,6,34,0.36,0.24,0.066666667,0.08,0.453333333,1.181365001,0.668248478,0.673011667,0.450561209,1.045194683,1.649130059,0.77037037,4.35483871,45,7.66,1.54,6.12,2.28,1.58,3.8
312,2019,Anacapa Island,229,NA,NA,NA,54.1,54.9850748,56.7,75,67,4410,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.911564626,13.4,0.893333333,67,6,1,Protected,0,0,0,0,0,3,57,10,49,5,13,0.76,0.133333333,0.653333333,0.066666667,0.173333333,0.55748701,0.610864302,0,0.673011667,1.010099759,0.986866192,0.447315661,1.809351068,67,17.47,0.76,16.71,1.19,15.2,1.08
313,2004,Santa Cruz Island,233,NA,NA,NA,49,49.79999962,51,75,20,3218,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.372902424,4,0.266666667,20,5,0,NA,1,9,1,0,1,3,20,0,2,18,0,0.266666667,0,0.026666667,0.24,0,1.289921983,0,0.693147181,0.99502699,0,1.289921983,0.665,2.985074627,20,14.97,0,14.97,13.88,1.09,0
314,2005,Santa Cruz Island,233,NA,NA,NA,48,48.40500031,49.5,75,20,4344,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,4,4,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.276243094,4,0.266666667,20,8,0,NA,2,2,2,2,1,1,17,3,5,11,4,0.226666667,0.04,0.066666667,0.146666667,0.053333333,1.773105891,0,0.500402424,1.263654432,0.562335145,1.929849096,0.84,6.25,20,10.17,0.92,9.25,5.46,3.55,1.16
315,2006,Santa Cruz Island,233,NA,NA,NA,48.4,48.80555513,49.3,75,18,2953,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.365729766,3.6,0.24,18,5,0,NA,1,0,4,7,2,0,17,0,11,4,2,0.226666667,0,0.146666667,0.053333333,0.026666667,1.118540596,0,0,1.039720771,0,1.118540596,0.546712803,2.20610687,18,7.76,0,7.76,1.84,4.98,0.94
316,2007,Santa Cruz Island,233,NA,NA,NA,48.5,48.93043402,49.6,75,23,3487,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.395755664,4.6,0.306666667,23,3,0,Control,0,1,7,11,0,0,23,0,22,1,0,0.306666667,0,0.293333333,0.013333333,0,0.632369473,0,0.474139313,0,0,0.632369473,0.355387524,1.551319648,23,11.2,0,11.2,0.56,10.64,0
317,2008,Santa Cruz Island,233,NA,NA,NA,48.4,48.75600128,49.2,60,25,4080,0,0,0,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.367647059,5,0.416666667,31.25,5,0,Control,1,2,9,5,1,4,25,0,14,11,0,0.416666667,0,0.233333333,0.183333333,0,1.231830889,0,0,1.240684292,0,1.231830889,0.624,2.659574468,25,14.78,0,14.78,6.58,8.2,0
318,2009,Santa Cruz Island,233,NA,NA,NA,48.4,49.13500061,50,75,20,3082,0,0,0,8,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.38935756,4,0.266666667,20,5,0,Control,0,1,6,2,5,2,20,0,11,9,0,0.266666667,0,0.146666667,0.12,0,1.318095261,0,0.585952618,0.683738906,0,1.318095261,0.69,3.225806452,20,9.93,0,9.93,2.74,7.19,0
319,2010,Santa Cruz Island,233,NA,NA,NA,48,49,49.8,75,10,3568,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.168161435,2,0.133333333,10,4,0,Control,2,1,0,4,1,0,10,0,6,4,0,0.133333333,0,0.08,0.053333333,0,1.279854226,0,0.636514168,0.562335145,0,1.279854226,0.7,3.333333333,10,4.52,0,4.52,3,1.52,0
320,2011,Santa Cruz Island,233,NA,NA,NA,49.6,50.01515105,50.8,75,33,4403,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.449693391,6.6,0.44,33,4,0,Control,2,16,8,4,0,0,33,0,14,19,0,0.44,0,0.186666667,0.253333333,0,0.97432981,0,0.410116318,0.206192051,0,0.97432981,0.565656566,2.302325581,33,21.1,0,21.1,12.24,8.86,0
321,2012,Santa Cruz Island,233,21.3,21.38333333,21.5,48,48.31249984,48.5,75,24,2764,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.520984081,4.8,0.32,24,5,0,Control,0,5,3,11,0,1,24,0,17,6,1,0.32,0,0.226666667,0.08,0.013333333,1.092460625,0,0.362210557,0.450561209,0,1.092460625,0.555555556,2.25,24,14.52,0,14.52,4.12,9.68,0.72
322,2013,Santa Cruz Island,233,19.2,19.2,19.2,47.1,48.65714155,51.1,70,14,3255,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.258064516,2.8,0.2,15,5,0,Control,2,2,5,2,0,0,14,0,8,5,1,0.2,0,0.114285714,0.071428571,0.014285714,1.270018152,0,0.376770161,0.500402424,0,1.270018152,0.653061224,2.882352941,14,10.82,0,10.82,4.3,5.88,0.64
323,2014,Santa Cruz Island,233,21.5,21.68,21.7,47.7,48.58000107,50.4,75,10,2678,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.224047797,2,0.133333333,10,4,0,Control,0,1,4,2,1,1,10,0,6,4,0,0.133333333,0,0.08,0.053333333,0,1.088899975,0,0,1.039720771,0,1.088899975,0.58,2.380952381,10,7.1,0,7.1,2.1,5,0
324,2015,Santa Cruz Island,233,23.6,23.72083333,23.8,47.9,49.8250006,50.7,70,24,3911,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,3,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.368192278,4.8,0.342857143,25.71428571,8,0,Control,1,2,1,0,3,1,23,1,3,19,2,0.328571429,0.014285714,0.042857143,0.271428571,0.028571429,1.726449936,0,0.636514168,1.311716659,0.693147181,1.827719728,0.805555556,5.142857143,24,14.05,0.06,13.99,7.98,5.17,0.9
325,2016,Santa Cruz Island,233,NA,NA,NA,49.5,49.72499943,50.2,75,4,4481,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.053559473,0.8,0.053333333,4,2,0,Control,0,1,3,0,0,0,4,0,3,1,0,0.053333333,0,0.04,0.013333333,0,0.562335145,0,0,0,0,0.562335145,0.375,1.6,4,3.55,0,3.55,0.84,2.71,0
326,2017,Santa Cruz Island,233,NA,NA,NA,49.9,50.69285829,51.7,75,14,4470,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.187919463,2.8,0.186666667,14,7,0,Control,1,0,0,1,3,1,11,3,4,9,1,0.146666667,0.04,0.053333333,0.12,0.013333333,1.414279065,0.636514168,0.693147181,1.149059697,0,1.767194998,0.795918367,4.9,14,2.56,0.38,2.18,2.24,0.28,0.04
327,2018,Santa Cruz Island,233,NA,NA,NA,48.6,49.34516193,50.4,75,31,3227,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.576386737,6.2,0.413333333,31,5,0,Control,0,0,3,4,1,1,31,0,22,9,0,0.413333333,0,0.293333333,0.12,0,1.328948043,0,0.67652596,0.848685558,0,1.328948043,0.697190427,3.302405498,31,7.98,0,7.98,2.02,5.96,0
328,2019,Santa Cruz Island,233,NA,NA,NA,49.8,49.79999924,49.8,75,1,4412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Control,Non reserve,0.013599275,0.2,0.013333333,1,1,0,Control,0,0,0,0,0,0,1,0,0,1,0,0.013333333,0,0,0.013333333,0,0,0,0,0,0,0,0,1,1,0.54,0,0.54,0.54,0,0
