SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,CDFGBlock,IncludeSiteSheet,IncludeDrop,IncludeDropDetail,IncludeHook,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,HookswithFish,ValidHook,Anemone unid,Bank Rockfish,Barred Sand Bass,Blackgill Rockfish,Blue Rockfish,Bocaccio,Bronzespotted Rockfish,Brown Rockfish,Brown Smoothhound,Calico Rockfish,California Market Squid,California Scorpionfish,California Sheephead,California Yellowtail,Canary Rockfish,Chilipepper,Copper Rockfish,Cowcod,Flag Rockfish,Freckled Rockfish,Giant plumose anemone,Gopher Rockfish,Gorgonian unident (coral),Gray Smoothhound,Greenblotched Rockfish,Greenspotted Rockfish,Greenstriped Rockfish,Halfbanded Rockfish,Honeycomb Rockfish,Humboldt Squid,Invert Unidentified,Lingcod,Lizardfish,Mexican Rockfish,Ocean Whitefish,Olive Rockfish,Pacific Bonito,Pacific Jack Mackerel,Pacific Mackerel,Pacific Sardine,Petrale Sole,Pink Rockfish,Pinkrose Rockfish,Rosethorn Rockfish,Rosy Rockfish,Sanddab Unidentified,Sharpchin Rockfish,Shortbelly Rockfish,Silvergray Rockfish,Southern Rock Sole,Speckled Rockfish,Spiny Dogfish,Spiny Sea Star,Squarespot Rockfish,Starry Rockfish,Stripetail Rockfish,Swordspine Rockfish,Treefish,Unknown Fish,Vermilion Rockfish,White Croaker,Whitespeckled Rockfish,Widow Rockfish,Yelloweye Rockfish,Yellowtail Rockfish
2007,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,45.9,46.07692249,46.4,13,13,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2008,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,46,46.48333295,46.8,6,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
2009,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,44.8,45.42500019,45.9,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,
2011,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,45.9,47.16666685,47.7,21,21,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2012,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,20.5,20.61,20.7,45.8,46.06000023,46.6,10,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,21.8,21.8,21.8,45.5,47.21999969,47.5,10,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
2014,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,22.5,22.5,22.5,45.2,45.625,46,4,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2015,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,22.9,22.9,22.9,44.4,45.02800064,46.1,25,25,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,7,,,,,,4,,,,,
2016,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,45.5,46.03684295,46.4,38,38,,,,,3,1,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,7,,,,,,,,22,,,,,,1,,,,,
2017,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,46.6,46.99999924,47.5,5,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
2018,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,46.2,46.41600006,46.6,25,25,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
2019,San Pedro Bay,326,33 34.340,118 08.530,9.8,8.40,8.40,739,TRUE,TRUE,TRUE,TRUE,,,,45.2,46.20000022,47.4,7,7,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
2005,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,70.2,72.73076806,75.1,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,72.7,79.78888787,85.9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,71.1,72.58181832,73.4,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2008,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,70.8,71.70555708,72.7,18,18,,,,,,1,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2009,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,69.8,72.71666654,76.4,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,69.8,73.60714231,77.6,14,14,,,,,,2,,,,,,,,,,1,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
2011,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,69.2,69.33333079,69.6,18,18,,,,,,4,,,,,,,,,,1,,,,,,,,,,11,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2012,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,20.2,20.34285714,20.4,69.3,69.69285829,70.6,28,28,,,,,,,,,,,,,,,,6,,,,,,,,,,9,,11,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,17.1,17.1,17.1,70.6,74.33333261,77.5,21,21,,,,,,,,,,,,,,,,2,,,,,,,,,,13,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2014,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,17.8,17.8,17.8,69.2,73.22962839,77.1,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,16,,7,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2015,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,22.9,22.95555556,23.1,68.9,72.35555437,76.3,18,18,,,,,,,,,,,,,,,,1,,,,,,,,,,7,1,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,70.7,72.21000137,77.8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
2017,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,71.4,73.53999939,77.2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2018,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,74.3,76.74285562,78.1,7,7,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2019,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.50,31.60,710,TRUE,TRUE,TRUE,TRUE,,,,70.3,74.25000085,77,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
2005,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,66.5,66.98800125,67.3,50,50,,5,,,,28,,,,,,,,,,6,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,2,,
2006,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,67,67.69444444,68,36,36,,3,,,,21,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,1,,
2007,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,66,66.40400116,66.8,25,25,,,,,,8,,,,,,,,,,6,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
2008,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,67.1,68.73999786,71.2,5,5,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,66.3,66.72439054,67,41,41,,2,,,,5,,,,,,,,,,18,,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
2010,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,67.6,68.83809444,69.2,42,42,,,,,,4,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,33,,,,,
2011,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,67.3,67.74473672,68.4,38,38,,,,,,9,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,
2012,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,19.8,19.94912281,20.1,66,66.61929924,67.4,57,57,,2,,,,23,,,,,,,,,,,,2,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
2013,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,15.3,16.54166667,17.4,67.4,67.81666692,68.1,36,36,,1,,,,4,,,,,,,,,,22,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,
2014,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,17.9,18.07777778,18.3,66.8,67.08889008,67.3,18,18,,1,,,,2,,,,,,,,,,1,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,4,,,,,
2015,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,21.8,21.82941176,21.9,66.4,67.56176399,68.1,34,34,,7,,,,13,,,,,,,,,,,,2,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,1,,
2016,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,67.9,68.1150013,68.3,60,60,,1,,,,34,1,,,,,,,,,3,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,1,,
2017,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,67.4,67.7179497,68.3,39,39,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,18,,,,,
2018,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,66.7,67.902221,69.7,45,45,,7,,,,12,,,,,,,,,,,,3,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,14,,,,1,,,,,5,,,1,,
2019,Santa Rosa Flats,342,33 46.347,119 53.049,40.1,11.00,38.40,729,TRUE,TRUE,TRUE,TRUE,,,,66,66.3647057,67.3,51,51,,10,,,,8,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,15,,,,,
2004,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,87,87.18518519,89,54,54,,2,,,,22,,,,,,,,,,21,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,
2005,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,86.5,86.86,89,25,25,,,,,,3,,,,,,,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8,,,,,
2006,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,86,87.4424242,88.8,33,33,,2,,,,19,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,,,,,
2007,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,86.8,87.97619193,91,42,42,,,,,,6,,,,,,,,,1,11,,5,1,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,12,,,,,
2008,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,89.1,92.22500006,98,48,48,,9,,,,11,,,,,,,,,,24,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
2009,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,85.5,87.56875038,91.3,32,32,,2,,,,12,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
2010,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,87.3,88.25918439,96.1,49,49,,1,,,,19,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
2011,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,84.1,85.25185295,85.9,54,54,,4,,,,7,,,,,,,,,,2,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,
2012,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,19.6,19.6,19.6,85.7,86.76785742,87.3,56,56,,1,,,,11,,,,,,,,,,2,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,
2013,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,16.4,17.13658537,18.1,90,91.89268233,94.2,41,41,,,,,,5,,,,,,,,,,,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,
2014,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,18.3,18.51590909,18.7,84.5,85.48863654,85.8,44,44,,,,,,7,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,34,,,,,
2015,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,21,21,21,84.5,85.92926695,86.4,41,41,,1,,,,16,,,,,,,,,,2,,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,11,,,,,
2016,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,89.3,91.838464,95.3,13,13,,,,,,1,,,,,,,,,,,,2,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
2017,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,89,91.76666684,97.4,27,27,,,,,,8,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
2018,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,86.9,87.35740761,88.8,54,54,,1,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,40,,,,,
2019,Santa Rosa Flats,346,33 45.058,120 04.471,44.4,8.80,40.70,730,TRUE,TRUE,TRUE,TRUE,,,,86.4,86.86666816,88.2,42,42,,2,,,,12,,,,,,,,,,3,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
2005,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,100,101.047619,106,63,63,,4,,,,30,,,,,,,,,,5,,3,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,13,,,,,
2006,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,99,106.0586201,109,58,58,,8,,,,32,,,,,,,,,,3,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
2007,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,99.4,106.1633336,111,30,30,,5,,,,3,,,,,,,,,,2,,1,,,,,,,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2008,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,100.6,109.5857119,118.2,7,7,,2,,,,1,,,,,,,,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,99.7,108.4588228,119.7,17,17,,1,,,,4,1,,,,,,,,,,,1,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
2010,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,98.4,99.41428562,100.4,49,49,,4,,,,11,,,,,,,,,,,,3,,,,,,,11,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,17,,,,,
2011,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,91.3,100.6166676,114.2,54,54,,5,,,,29,,,,,,,,,,1,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,13,,,,,
2012,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,19.6,19.6,19.6,98,103.5094351,106.4,53,53,,1,,,,27,,,,,,,,,,7,,1,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,12,,,,,
2013,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,15.7,15.78979592,15.8,103,103.4081633,105,49,49,,,,,,15,,,,,,,,,,1,,2,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,
2014,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,18.6,18.77619048,19.1,95.2,97.77301643,99.9,63,63,,3,,,,24,,,,,,,,,,1,,2,,,,,,,5,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
2015,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,21,21,21,99.6,105.045311,110.1,64,64,,37,,,,19,,,,,,,,,,3,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
2016,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,101.9,107.906249,123.2,32,32,,1,,,,,,,,,,,,,,1,,2,,,,,,,6,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
2018,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,98.4,102.2539986,111.2,50,50,,1,,,,4,,,,,,,,,,,,10,,,,,,,11,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,21,,,,,
2019,Santa Rosa Flats,350,33 42.910,120 03.200,45.9,11.10,42.40,730,TRUE,TRUE,TRUE,TRUE,,,,90.9,96.50212811,114.8,47,47,,5,,,,12,,,,,,,,,,,,14,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
2004,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,63.9,66.36140388,68,57,57,,,,,,26,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,26,,,,,2
2005,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,67,67.13888889,67.6,36,36,,,,,,16,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,5
2006,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,67,67.82352941,68,17,17,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,5,,,,1,
2007,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,67,68.30857195,70,35,35,,,,,,12,,,,,,,,,,21,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,67.1,67.31428501,67.5,28,28,,,,,,13,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,3,,2
2009,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,68,68.46128833,69.2,62,62,,,,,,16,,,,,,,,,,22,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,18,,,,,3
2010,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,66.9,68.81428637,69.6,7,7,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2011,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,68.2,69.25305985,70.5,49,49,,,,,,10,,,,,,,,,,,,1,,,,,,,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,23,,,,,
2012,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,20.2,20.2,20.2,66.8,68.18250008,69.2,40,40,,3,,,,14,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,15,,,1,,1
2013,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,17.4,17.484375,17.6,67.1,67.98750043,70,32,32,,,,,,10,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19,,,,,
2014,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,18.9,19.40731707,19.8,67.5,68.82926773,70.2,41,41,,,,,,15,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,21,,,,,
2015,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,21.4,21.53913043,21.6,67.2,68.19130375,69.1,23,23,,,,,,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,8,,,,,
2016,Santa Rosa Flats,352,33 42.778,119 57.768,45.3,13.10,41.80,729,TRUE,TRUE,TRUE,TRUE,,,,66.6,68.11111026,70.9,9,9,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
