SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,AvgOfAvgSST,AvgOfVesselDepth,Bank.Rockfish,Blue.Rockfish,Bocaccio,California.Scorpionfish,California.Sheephead,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Gopher.Rockfish,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Spiny.Dogfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Unknown.Fish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,HooksWithFish,ValidHooks,CPUE_perValidHook,CPUE_fishpersite,Target,Nontarget,Carnivore,Piscivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.Dsimpsons,Nontarget.Dsimpsons,Piscivore.Dsimpsons,Carnivore.Dsimpsons,Planktivore.Dsimpsons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson
2018,Kidney Bank,508,33 34.325,119 00.746,35.8,5.1,27.6,NA,66.22686631,14,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,3,7,0,0,0,10,2,0,0,67,75,0.893333333,67,66,1,23,7,37,0.88,0.013333333,0.093333333,0.306666667,0.493333333,0.812672176,0,0,0.691871456,0.558071585,1.889647706,0.817999554,5.494492044
2019,Kidney Bank,508,33 34.325,119 00.746,35.8,5.1,27.6,NA,68.21090976,8,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,14,0,0,0,12,0,0,0,55,75,0.733333333,55,55,0,26,13,16,0.733333333,0,0.173333333,0.346666667,0.213333333,0.81785124,1,0.426035503,0.49704142,0.5546875,1.782918923,0.81785124,5.490018149
2014,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.7,35.4,20.71176471,87.30588262,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,34,45,0.755555556,56.66666667,34,0,26,5,3,0.755555556,0,0.111111111,0.577777778,0.066666667,0.551903114,1,0.48,0.26035503,0.444444444,1.184697671,0.551903114,2.231660232
2015,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.7,35.4,19.83181818,87.96363727,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,22,74,0.297297297,22.2972973,22,0,14,0,8,0.297297297,0,0,0.189189189,0.108108108,0.67768595,1,1,0.459183673,0.21875,1.207243281,0.67768595,3.102564103
2016,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.7,35.4,NA,93.33125138,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,2,0,0,0,32,75,0.426666667,32,31,1,3,0,29,0.413333333,0.013333333,0,0.04,0.386666667,0.534859521,0,1,0.444444444,0.473246136,1.056184148,0.5625,2.285714286
2017,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.7,35.4,NA,88.09354721,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,0,0,0,31,73,0.424657534,31.84931507,29,2,20,5,6,0.397260274,0.02739726,0.068493151,0.273972603,0.082191781,0.668252081,0,0.48,0.375,0.444444444,1.489421217,0.705515088,3.395759717
2018,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.7,35.4,NA,87.79722129,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,11,0,0,0,36,75,0.48,36,34,2,18,5,13,0.453333333,0.026666667,0.066666667,0.24,0.173333333,0.76816609,0,0.48,0.475308642,0.473372781,1.7160756,0.790123457,4.764705882
2019,Santa Barbara Island,512,33 28.681,119 08.533,40.1,4.7,35.4,NA,87.53571356,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,9,0,0,3,0,0,0,42,75,0.56,42,33,9,11,0,31,0.44,0.12,0,0.146666667,0.413333333,0.655647383,0,1,0.396694215,0.601456816,1.534023226,0.741496599,3.868421053
2014,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.3,35.1,21,55.47450997,0,0,14,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,0,0,22,0,0,0,51,74,0.689189189,51.68918919,49,2,25,15,11,0.662162162,0.027027027,0.202702703,0.337837838,0.148648649,0.681382757,0,0.124444444,0.2208,0.297520661,1.459059904,0.704344483,3.382314694
2015,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.3,35.1,19.14791667,55.47083314,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,48,75,0.64,48,48,0,20,8,20,0.64,0,0.106666667,0.266666667,0.266666667,0.631076389,1,0.21875,0,0,1.090978886,0.631076389,2.710588235
2016,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.3,35.1,NA,54.22121198,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,12,1,0,0,0,1,0,0,0,33,75,0.44,33,32,1,5,10,18,0.426666667,0.013333333,0.133333333,0.066666667,0.24,0.73828125,0,0.18,0.72,0.444444444,1.625878708,0.752984389,4.048327138
2017,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.3,35.1,NA,55.49183678,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,49,75,0.653333333,49,49,0,41,8,0,0.653333333,0,0.106666667,0.546666667,0,0.312369846,1,0.21875,0.04759072,1,0.602502967,0.312369846,1.454270139
2018,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.3,35.1,NA,54.83137243,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,51,75,0.68,51,51,0,36,11,4,0.68,0,0.146666667,0.48,0.053333333,0.456747405,1,0.165289256,0,0,0.84206661,0.456747405,1.840764331
2019,Santa Barbara Island,514,33 28.303,119 06.698,40.6,3.3,35.1,NA,55.48695664,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,30,0,0,1,46,75,0.613333333,46,45,1,36,8,2,0.6,0.013333333,0.106666667,0.48,0.026666667,0.51654321,0,0,0.296296296,0,1.147041722,0.536862004,2.159183673
2014,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.4,31.1,21.08333333,45.78749927,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,24,75,0.32,24,23,1,4,20,0,0.306666667,0.013333333,0.266666667,0.053333333,0,0.36294896,0,0.18,0.375,1,0.815186211,0.413194444,1.704142012
2015,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.4,31.1,21.77222222,46.31111145,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,4,1,0,0,18,75,0.24,18,17,1,7,5,6,0.226666667,0.013333333,0.066666667,0.093333333,0.08,0.726643599,0,0,0.612244898,0,1.537987101,0.75308642,4.05
2016,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.4,31.1,NA,47.86666743,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,70,0.085714286,6.428571429,6,0,1,2,3,0.085714286,0,0.028571429,0.014285714,0.042857143,0.611111111,1,0,0,0,1.011404265,0.611111111,2.571428571
2017,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.4,31.1,NA,45.26249965,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,4,0,2,3,0,0,0,2,1,0,0,24,75,0.32,24,20,4,10,8,6,0.266666667,0.053333333,0.106666667,0.133333333,0.08,0.84,0,0.53125,0.7,0.444444444,2.070042814,0.861111111,7.2
2018,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.4,31.1,NA,44.67894755,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,26,0,2,0,0,0,0,6,2,0,0,48,74,0.648648649,48.64864865,41,7,16,4,28,0.554054054,0.094594595,0.054054054,0.216216216,0.378378378,0.566329566,0,0.5,0.6484375,0.132653061,1.483125692,0.662326389,2.961439589
2019,Santa Barbara Island,516,33 31.456,119 03.239,37.9,2.4,31.1,NA,47.14102457,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,11,0,0,3,0,0,0,2,0,0,0,39,72,0.541666667,40.625,33,6,12,16,11,0.458333333,0.083333333,0.222222222,0.166666667,0.152777778,0.729109275,0,0.375,0.652777778,0,1.684751562,0.782380013,4.595166163
2014,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.9,33.3,22.14666667,25.68666662,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,0.2,15,13,2,13,2,0,0.173333333,0.026666667,0.026666667,0.173333333,0,0.568047337,0,0,0.568047337,1,1.32175584,0.657777778,2.922077922
2015,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.9,33.3,21.08,26.5,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,0.2,15,14,1,5,5,5,0.186666667,0.013333333,0.066666667,0.066666667,0.066666667,0.775510204,0,0.56,0.64,0,1.767009191,0.8,5
2016,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.9,33.3,NA,26.76521749,0,15,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,75,0.306666667,23,22,1,6,2,15,0.293333333,0.013333333,0.026666667,0.08,0.2,0.508264463,0,0,0.722222222,0,1.188553516,0.548204159,2.213389121
2017,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.9,33.3,NA,26.19333305,0,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75,0.6,45,45,0,19,3,23,0.6,0,0.04,0.253333333,0.306666667,0.591604938,1,0.444444444,0.188365651,0,1.072138433,0.591604938,2.448609432
2018,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.9,33.3,NA,25.75652164,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,75,0.306666667,23,23,0,10,0,13,0.306666667,0,0,0.133333333,0.173333333,0.601134216,1,1,0.34,0.142011834,1.115737167,0.601134216,2.507109005
2019,Santa Barbara Island,517,33 29.691,119 04.988,39.4,1.9,33.3,NA,25.7944444,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,18,75,0.24,18,9,9,14,3,1,0.12,0.12,0.04,0.186666667,0.013333333,0.740740741,0,0,0.530612245,0,1.425555373,0.685185185,3.176470588
2014,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2,32.3,20.61632653,103.6224498,10,0,11,0,0,0,1,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,11,0,0,0,49,75,0.653333333,49,47,2,24,13,12,0.626666667,0.026666667,0.173333333,0.32,0.16,0.810321412,0,0.272189349,0.659722222,0.277777778,1.874791688,0.823823407,5.676122931
2015,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2,32.3,19.29722222,101.9569466,8,0,24,0,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,72,74,0.972972973,72.97297297,72,0,36,28,8,0.972972973,0,0.378378378,0.486486486,0.108108108,0.68441358,1,0.25255102,0.239197531,0,1.35020148,0.68441358,3.168704156
2016,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2,32.3,NA,96.40000035,10,0,2,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,39,74,0.527027027,39.52702703,38,1,27,2,10,0.513513514,0.013513514,0.027027027,0.364864865,0.135135135,0.693905817,0,0,0.534979424,0,1.393085081,0.708744247,3.433408578
2017,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2,32.3,NA,100.3438591,24,0,4,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,57,74,0.77027027,57.77027027,54,3,27,4,26,0.72972973,0.040540541,0.054054054,0.364864865,0.351351351,0.660493827,0.444444444,0,0.452674897,0.142011834,1.413232651,0.693751924,3.265326633
2018,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2,32.3,NA,97.10000164,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,65,75,0.866666667,65,65,0,58,3,4,0.866666667,0,0.04,0.773333333,0.053333333,0.300118343,1,0,0.128418549,0,0.639136035,0.300118343,1.428812986
2019,Santa Barbara Island,518,33 28.998,118 59.300,38.8,2,32.3,NA,99.35762916,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,36,1,0,0,59,75,0.786666667,59,57,2,55,3,1,0.76,0.026666667,0.04,0.733333333,0.013333333,0.554632195,0.5,0.444444444,0.522975207,0,1.250358975,0.583740305,2.402346446
2015,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.2,37.7,21.85882353,69.93529466,5,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,5,0,0,0,10,0,0,0,51,71,0.718309859,53.87323944,51,0,18,9,24,0.718309859,0,0.126760563,0.253521127,0.338028169,0.776624375,1,0.197530864,0.598765432,0.329861111,1.714445292,0.776624375,4.4767642
2016,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.2,37.7,NA,65.78214427,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,0,0,0,6,3,0,0,56,75,0.746666667,56,56,0,11,6,39,0.746666667,0,0.08,0.146666667,0.52,0.535076531,1,0,0.595041322,0.097304405,1.147253441,0.535076531,2.150891632
2017,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.2,37.7,NA,75.77636414,2,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,34,0,0,0,55,74,0.743243243,55.74324324,55,0,45,4,6,0.743243243,0,0.054054054,0.608108108,0.081081081,0.572561983,1,0,0.379259259,0.444444444,1.181901221,0.572561983,2.339520495
2018,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.2,37.7,NA,65.34390315,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,6,4,2,0,0,4,0,0,0,41,75,0.546666667,41,39,2,8,5,28,0.52,0.026666667,0.066666667,0.106666667,0.373333333,0.683760684,0,0.48,0.5,0.43877551,1.571523707,0.711481261,3.465979381
2019,Santa Barbara Island,519,33 23.719,119 02.431,43.8,4.2,37.7,NA,68.91999948,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,2,1,0,0,15,0,0,0,35,75,0.466666667,35,34,1,17,4,14,0.453333333,0.013333333,0.053333333,0.226666667,0.186666667,0.704152249,0,0,0.207612457,0.5,1.47327882,0.72,3.571428571
2016,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.5,35.6,NA,56.78064592,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,15,0,0,0,31,75,0.413333333,31,29,2,19,6,6,0.386666667,0.026666667,0.08,0.253333333,0.08,0.66587396,0.5,0,0.36565097,0.5,1.597971486,0.705515088,3.395759717
2017,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.5,35.6,NA,58.3129625,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,18,1,1,0,0,17,0,1,0,54,75,0.72,54,53,1,24,4,26,0.706666667,0.013333333,0.053333333,0.32,0.346666667,0.749733001,0,0.75,0.434027778,0.446745562,1.682257262,0.758573388,4.142045455
2018,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.5,35.6,NA,57.23906296,0,0,11,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,1,0,0,0,39,0,0,0,64,75,0.853333333,64,63,1,43,12,9,0.84,0.013333333,0.16,0.573333333,0.12,0.574452003,0,0.152777778,0.174148188,0.49382716,1.280220371,0.587402344,2.423668639
2019,Santa Barbara Island,520,33 28.058,119 06.187,42.7,1.5,35.6,NA,56.97000027,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1,0,0,0,18,0,0,0,40,70,0.571428571,42.85714286,40,0,22,5,13,0.571428571,0,0.071428571,0.314285714,0.185714286,0.715,1,0,0.309917355,0.426035503,1.471631536,0.715,3.50877193
2015,Osborn Bank,523,33 22.382,119 03.569,45.2,5.6,39.2,20.08333333,43.50000064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,0,6,1,0,0,0,0,0,0,0,18,75,0.24,18,17,1,2,3,13,0.226666667,0.013333333,0.04,0.026666667,0.173333333,0.685121107,0,0.444444444,0.5,0.49704142,1.459359412,0.716049383,3.52173913
2016,Osborn Bank,523,33 22.382,119 03.569,45.2,5.6,39.2,NA,43.26666705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,74,0.162162162,12.16216216,12,0,0,3,9,0.162162162,0,0.040540541,0,0.121621622,0.402777778,1,0.444444444,1,0,0.721463687,0.402777778,1.674418605
2017,Osborn Bank,523,33 22.382,119 03.569,45.2,5.6,39.2,NA,42.9793104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,29,64,0.453125,33.984375,29,0,0,6,23,0.453125,0,0.09375,0,0.359375,0.349583829,1,0.5,1,0,0.653225461,0.349583829,1.537477148
2018,Osborn Bank,523,33 22.382,119 03.569,45.2,5.6,39.2,NA,42.63414643,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,28,3,0,0,0,1,0,0,0,41,74,0.554054054,41.55405405,39,2,6,6,29,0.527027027,0.027027027,0.081081081,0.081081081,0.391891892,0.46416831,0,0.444444444,0.611111111,0.066587396,1.154661596,0.512790006,2.052503053
2019,Osborn Bank,523,33 22.382,119 03.569,45.2,5.6,39.2,NA,43.50909112,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,0,11,75,0.146666667,11,7,4,6,4,1,0.093333333,0.053333333,0.053333333,0.08,0.013333333,0.775510204,0,0.625,0.444444444,0,1.641734712,0.776859504,4.481481481
2015,Osborn Bank,525,33 22.825,119 05.308,46.2,5.7,39.8,21.44716981,86.26037756,9,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,15,0,0,0,53,73,0.726027397,54.45205479,52,1,16,9,28,0.712328767,0.01369863,0.123287671,0.219178082,0.383561644,0.74260355,0,0.197530864,0.1171875,0.482142857,1.535235344,0.751868993,4.030129125
2016,Osborn Bank,525,33 22.825,119 05.308,46.2,5.7,39.8,NA,84.70769227,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,39,75,0.52,39,39,0,6,7,26,0.52,0,0.093333333,0.08,0.346666667,0.708744247,1,0.244897959,0,0.452662722,1.370208783,0.708744247,3.433408578
2017,Osborn Bank,525,33 22.825,119 05.308,46.2,5.7,39.8,NA,84.52285788,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,23,0,0,0,35,70,0.5,37.5,34,1,23,6,6,0.485714286,0.014285714,0.085714286,0.328571429,0.085714286,0.519031142,0,0.611111111,0,0.611111111,1.227330078,0.545306122,2.199281867
2018,Osborn Bank,525,33 22.825,119 05.308,46.2,5.7,39.8,NA,84.64262315,12,0,10,0,0,0,3,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,0,0,0,61,75,0.813333333,61,60,1,15,18,28,0.8,0.013333333,0.24,0.2,0.373333333,0.800555556,0,0.62345679,0.124444444,0.489795918,1.780858766,0.806772373,5.175243394
2019,Osborn Bank,525,33 22.825,119 05.308,46.2,5.7,39.8,NA,85.16666706,12,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,39,72,0.541666667,40.625,39,0,12,10,17,0.541666667,0,0.138888889,0.166666667,0.236111111,0.758711374,1,0.46,0,0.415224913,1.543238196,0.758711374,4.144414169
